Martes;1 ; MARZO;No;MDE;SMR
Miércoles;2 ; MARZO;No;MDE;SMR
Jueves;3 ; MARZO;No;MDE;SMR
Viernes;4 ; MARZO;No;MDE;SMR
Sábado;5 ; MARZO;No;MDE;SMR
Domingo;6 ; MARZO;No;MDE;SMR
Lunes;7 ; MARZO;No;MDE;SMR
Martes;8 ; MARZO;No;MDE;SMR
Miércoles;9 ; MARZO;No;MDE;SMR
Jueves;10 ; MARZO;No;MDE;SMR
Viernes;11 ; MARZO;No;MDE;SMR
Sábado;12 ; MARZO;74.585;MDE;SMR
Domingo;13 ; MARZO;74.585;MDE;SMR
Lunes;14 ; MARZO;74.585;MDE;SMR
Martes;15 ; MARZO;74.585;MDE;SMR
Miércoles;16 ; MARZO;74.585;MDE;SMR
Jueves;17 ; MARZO;74.585;MDE;SMR
Viernes;18 ; MARZO;74.585;MDE;SMR
Sábado;19 ; MARZO;74.585;MDE;SMR
Domingo;20 ; MARZO;74.585;MDE;SMR
Lunes;21 ; MARZO;186.200;MDE;SMR
Martes;22 ; MARZO;209.200;MDE;SMR
Miércoles;23 ; MARZO;74.585;MDE;SMR
Jueves;24 ; MARZO;74.585;MDE;SMR
Viernes;25 ; MARZO;74.585;MDE;SMR
Sábado;26 ; MARZO;74.585;MDE;SMR
Domingo;27 ; MARZO;74.585;MDE;SMR
Lunes;28 ; MARZO;145.828;MDE;SMR
Martes;29 ; MARZO;74.585;MDE;SMR
Miércoles;30 ; MARZO;186.200;MDE;SMR
Jueves;31 ; MARZO;74.585;MDE;SMR
Viernes;1 ; ABRIL;74.585;MDE;SMR
Sábado;2 ; ABRIL;74.585;MDE;SMR
Domingo;3 ; ABRIL;74.585;MDE;SMR
Lunes;4 ; ABRIL;74.585;MDE;SMR
Martes;5 ; ABRIL;74.585;MDE;SMR
Miércoles;6 ; ABRIL;74.585;MDE;SMR
Jueves;7 ; ABRIL;74.585;MDE;SMR
Viernes;8 ; ABRIL;74.585;MDE;SMR
Sábado;9 ; ABRIL;74.585;MDE;SMR
Domingo;10 ; ABRIL;74.585;MDE;SMR
Lunes;11 ; ABRIL;74.585;MDE;SMR
Martes;12 ; ABRIL;74.585;MDE;SMR
Miércoles;13 ; ABRIL;74.585;MDE;SMR
Jueves;14 ; ABRIL;74.585;MDE;SMR
Viernes;15 ; ABRIL;145.828;MDE;SMR
Sábado;16 ; ABRIL;145.828;MDE;SMR
Domingo;17 ; ABRIL;450.700;MDE;SMR
Lunes;18 ; ABRIL;145.828;MDE;SMR
Martes;19 ; ABRIL;74.585;MDE;SMR
Miércoles;20 ; ABRIL;74.585;MDE;SMR
Jueves;21 ; ABRIL;74.585;MDE;SMR
Viernes;22 ; ABRIL;74.585;MDE;SMR
Sábado;23 ; ABRIL;74.585;MDE;SMR
Domingo;24 ; ABRIL;74.585;MDE;SMR
Lunes;25 ; ABRIL;74.585;MDE;SMR
Martes;26 ; ABRIL;74.585;MDE;SMR
Miércoles;27 ; ABRIL;74.585;MDE;SMR
Jueves;28 ; ABRIL;74.585;MDE;SMR
Viernes;29 ; ABRIL;74.585;MDE;SMR
Sábado;30 ; ABRIL;74.585;MDE;SMR
Domingo;1 ; MAYO;74.585;MDE;SMR
Lunes;2 ; MAYO;145.828;MDE;SMR
Martes;3 ; MAYO;74.585;MDE;SMR
Miércoles;4 ; MAYO;74.585;MDE;SMR
Jueves;5 ; MAYO;74.585;MDE;SMR
Viernes;6 ; MAYO;74.585;MDE;SMR
Sábado;7 ; MAYO;74.585;MDE;SMR
Domingo;8 ; MAYO;74.585;MDE;SMR
Lunes;9 ; MAYO;175.600;MDE;SMR
Martes;10 ; MAYO;74.585;MDE;SMR
Miércoles;11 ; MAYO;74.585;MDE;SMR
Jueves;12 ; MAYO;74.585;MDE;SMR
Viernes;13 ; MAYO;74.585;MDE;SMR
Sábado;14 ; MAYO;74.585;MDE;SMR
Domingo;15 ; MAYO;74.585;MDE;SMR
Lunes;16 ; MAYO;169.300;MDE;SMR
Martes;17 ; MAYO;194.600;MDE;SMR
Miércoles;18 ; MAYO;74.585;MDE;SMR
Jueves;19 ; MAYO;74.585;MDE;SMR
Viernes;20 ; MAYO;74.585;MDE;SMR
Sábado;21 ; MAYO;74.585;MDE;SMR
Domingo;22 ; MAYO;160.900;MDE;SMR
Lunes;23 ; MAYO;169.300;MDE;SMR
Martes;24 ; MAYO;145.828;MDE;SMR
Miércoles;25 ; MAYO;74.585;MDE;SMR
Jueves;26 ; MAYO;74.585;MDE;SMR
Viernes;27 ; MAYO;74.585;MDE;SMR
Sábado;28 ; MAYO;74.585;MDE;SMR
Domingo;29 ; MAYO;145.828;MDE;SMR
Lunes;30 ; MAYO;291.200;MDE;SMR
Martes;31 ; MAYO;145.828;MDE;SMR
Miércoles;1 ; JUNIO;74.585;MDE;SMR
Jueves;2 ; JUNIO;74.585;MDE;SMR
Viernes;3 ; JUNIO;74.585;MDE;SMR
Sábado;4 ; JUNIO;74.585;MDE;SMR
Domingo;5 ; JUNIO;74.585;MDE;SMR
Lunes;6 ; JUNIO;165.100;MDE;SMR
Martes;7 ; JUNIO;145.828;MDE;SMR
Miércoles;8 ; JUNIO;74.585;MDE;SMR
Jueves;9 ; JUNIO;74.585;MDE;SMR
Viernes;10 ; JUNIO;74.585;MDE;SMR
Sábado;11 ; JUNIO;74.585;MDE;SMR
Domingo;12 ; JUNIO;74.585;MDE;SMR
Lunes;13 ; JUNIO;165.100;MDE;SMR
Martes;14 ; JUNIO;74.585;MDE;SMR
Miércoles;15 ; JUNIO;74.585;MDE;SMR
Jueves;16 ; JUNIO;74.585;MDE;SMR
Viernes;17 ; JUNIO;145.828;MDE;SMR
Sábado;18 ; JUNIO;74.585;MDE;SMR
Domingo;19 ; JUNIO;186.200;MDE;SMR
Lunes;20 ; JUNIO;366.700;MDE;SMR
Martes;21 ; JUNIO;203.800;MDE;SMR
Miércoles;22 ; JUNIO;160.900;MDE;SMR
Jueves;23 ; JUNIO;74.585;MDE;SMR
Viernes;24 ; JUNIO;175.600;MDE;SMR
Sábado;25 ; JUNIO;145.828;MDE;SMR
Domingo;26 ; JUNIO;186.200;MDE;SMR
Lunes;27 ; JUNIO;240.700;MDE;SMR
Martes;28 ; JUNIO;203.800;MDE;SMR
Miércoles;29 ; JUNIO;165.100;MDE;SMR
Jueves;30 ; JUNIO;145.828;MDE;SMR
Viernes;1 ; JULIO;145.828;MDE;SMR
Sábado;2 ; JULIO;145.828;MDE;SMR
Domingo;3 ; JULIO;186.200;MDE;SMR
Lunes;4 ; JULIO;240.700;MDE;SMR
Martes;5 ; JULIO;203.800;MDE;SMR
Miércoles;6 ; JULIO;145.828;MDE;SMR
Jueves;7 ; JULIO;145.828;MDE;SMR
Viernes;8 ; JULIO;160.900;MDE;SMR
Sábado;9 ; JULIO;145.828;MDE;SMR
Domingo;10 ; JULIO;203.800;MDE;SMR
Lunes;11 ; JULIO;186.200;MDE;SMR
Martes;12 ; JULIO;198.700;MDE;SMR
Miércoles;13 ; JULIO;145.828;MDE;SMR
Jueves;14 ; JULIO;145.828;MDE;SMR
Viernes;15 ; JULIO;145.828;MDE;SMR
Sábado;16 ; JULIO;145.828;MDE;SMR
Domingo;17 ; JULIO;198.700;MDE;SMR
Lunes;18 ; JULIO;209.200;MDE;SMR
Martes;19 ; JULIO;198.700;MDE;SMR
Miércoles;20 ; JULIO;145.828;MDE;SMR
Jueves;21 ; JULIO;145.828;MDE;SMR
Viernes;22 ; JULIO;145.828;MDE;SMR
Sábado;23 ; JULIO;145.828;MDE;SMR
Domingo;24 ; JULIO;198.700;MDE;SMR
Lunes;25 ; JULIO;186.200;MDE;SMR
Martes;26 ; JULIO;198.700;MDE;SMR
Miércoles;27 ; JULIO;145.828;MDE;SMR
Jueves;28 ; JULIO;145.828;MDE;SMR
Viernes;29 ; JULIO;145.828;MDE;SMR
Sábado;30 ; JULIO;145.828;MDE;SMR
Domingo;31 ; JULIO;198.700;MDE;SMR
Lunes;1 ; AGOSTO;186.200;MDE;SMR
Martes;2 ; AGOSTO;198.700;MDE;SMR
Miércoles;3 ; AGOSTO;145.828;MDE;SMR
Jueves;4 ; AGOSTO;145.828;MDE;SMR
Viernes;5 ; AGOSTO;145.828;MDE;SMR
Sábado;6 ; AGOSTO;145.828;MDE;SMR
Domingo;7 ; AGOSTO;198.700;MDE;SMR
Lunes;8 ; AGOSTO;186.200;MDE;SMR
Martes;9 ; AGOSTO;198.700;MDE;SMR
Miércoles;10 ; AGOSTO;145.828;MDE;SMR
Jueves;11 ; AGOSTO;145.828;MDE;SMR
Viernes;12 ; AGOSTO;145.828;MDE;SMR
Sábado;13 ; AGOSTO;145.828;MDE;SMR
Domingo;14 ; AGOSTO;186.200;MDE;SMR
Lunes;15 ; AGOSTO;219.700;MDE;SMR
Martes;16 ; AGOSTO;203.800;MDE;SMR
Miércoles;17 ; AGOSTO;145.828;MDE;SMR
Jueves;18 ; AGOSTO;74.585;MDE;SMR
Viernes;19 ; AGOSTO;74.585;MDE;SMR
Sábado;20 ; AGOSTO;74.585;MDE;SMR
Domingo;21 ; AGOSTO;160.900;MDE;SMR
Lunes;22 ; AGOSTO;145.828;MDE;SMR
Martes;23 ; AGOSTO;145.828;MDE;SMR
Miércoles;24 ; AGOSTO;74.585;MDE;SMR
Jueves;25 ; AGOSTO;74.585;MDE;SMR
Viernes;26 ; AGOSTO;74.585;MDE;SMR
Sábado;27 ; AGOSTO;74.585;MDE;SMR
Domingo;28 ; AGOSTO;145.828;MDE;SMR
Lunes;29 ; AGOSTO;145.828;MDE;SMR
Martes;30 ; AGOSTO;145.828;MDE;SMR
Miércoles;31 ; AGOSTO;145.828;MDE;SMR
